"Video asset ID","Universal video ID","Page ID","Page name",Title,"Duration (sec)","Publish time","Custom labels",Comment,Date,"Views by top audience (M)","Views by top audience (F)","Views by top audience (13-17, F)","Views by top audience (13-17, M)","Views by top audience (18-24, F)","Views by top audience (18-24, M)","Views by top audience (25-34, F)","Views by top audience (25-34, M)","Views by top audience (35-44, F)","Views by top audience (35-44, M)","Views by top audience (45-54, F)","Views by top audience (45-54, M)","Views by top audience (55-64, F)","Views by top audience (55-64, M)","Views by top audience (65+, F)","Views by top audience (65+, M)","Views by top audience (13-17)","Views by top audience (18-24)","Views by top audience (25-34)","Views by top audience (35-44)","Views by top audience (45-54)","Views by top audience (55-64)","Views by top audience (65+)","Averaged Seconds Viewed","Unique Video 60-Second Views","Seconds Viewed","60-Second Video Views","3-Second Video Views","People reached",Likes,Comments,Shares,Impressions,"Views by country (Philippines (PH))","Views by country (New Zealand (NZ))","Views by country (Chile (CL))","Views by country (Czech Republic (CZ))","Views by country (Belgium (BE))","Views by country (Romania (RO))","Views by country (Portugal (PT))","Views by country (Sweden (SE))","Views by country (Pakistan (PK))","Views by country (Malaysia (MY))","Views by country (Denmark (DK))","Views by country (Slovakia (SK))","Views by country (Turkey (TR))","Views by country (Thailand (TH))","Views by country (Bulgaria (BG))","Views by country (Austria (AT))","Views by country (Trinidad and Tobago (TT))","Views by country (Ukraine (UA))","Views by country (Serbia (RS))","Views by country (Costa Rica (CR))","Views by country (Norway (NO))","Views by country (Israel (IL))","Views by country (Ecuador (EC))","Views by country (Egypt (EG))","Views by country (Indonesia (ID))","Views by country (United States (US))","Views by country (Canada (CA))","Views by country (United Kingdom (GB))","Views by country (Mexico (MX))","Views by country (Australia (AU))","Views by country (France (FR))","Views by country (Germany (DE))","Views by country (Brazil (BR))","Views by country (Spain (ES))","Views by country (Greece (GR))","Views by country (South Africa (ZA))","Views by country (Poland (PL))","Views by country (Netherlands (NL))","Views by country (Puerto Rico (PR))","Views by country (Ireland (IE))","Views by country (Italy (IT))","Views by country (India (IN))","Views by country (Argentina (AR))","Views by country (Colombia (CO))","Views by country (Hungary (HU))","Views by country (Peru (PE))","Views by country (Singapore (SG))","Views by country (Guatemala (GT))","Views by country (Dominican Republic (DO))","Views by country (Lithuania (LT))","Views by country (Algeria (DZ))","Views by country (Réunion (RE))","Views by country (Tunisia (TN))","Views by country (Croatia (HR))","Views by country (Switzerland (CH))","Views by country (Uruguay (UY))","Views by country (Finland (FI))","Views by country (Bangladesh (BD))","Views by country (Slovenia (SI))","Views by country (Hong Kong (HK))","Views by country (Myanmar (MM))","Views by country (Mongolia (MN))","Views by country (Estonia (EE))","Views by country (Cuba (CU))","Views by country (United Arab Emirates (AE))","Views by country (Venezuela (VE))","Views by country (Latvia (LV))","Views by country (Nicaragua (NI))","Views by country (Honduras (HN))","Views by country (Paraguay (PY))","Views by country (Japan (JP))","Views by country (Sri Lanka (LK))","Views by country (Bosnia and Herzegovina (BA))","Views by country (Macedonia (MK))","Views by country (Syria (SY))","Views by country (El Salvador (SV))","Views by country (Bolivia (BO))"
763312698820348,,201765839840980,Hometalk,,15,"05/31/2023 08:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,7.86,,1510343.47,,76936,166657,2087,64,1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660021264425233,,201765839840980,Hometalk,,19,"06/02/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,5.01,,430921.94,,26839,92617,155,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486572698283613,,201765839840980,Hometalk,,16,"06/04/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,5.82,,738041.98,,41443,137018,377,7,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779237310249557,,201765839840980,Hometalk,,17,"06/06/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,6.64,,680620.74,,37925,109778,149,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251448447529168,,201765839840980,Hometalk,,27,"06/07/2023 07:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,6.12,,698437.13,,45321,111807,117,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3530529260560777,,201765839840980,Hometalk,,18,"06/08/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,10.03,,11130806.63,,519600,782670,3518,162,1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973337400516746,,201765839840980,Hometalk,,19,"06/10/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,8.89,,1823172.28,,93400,198900,1421,72,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639981987632399,,201765839840980,Hometalk,,25,"06/12/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,8.92,,839977.65,,46400,91376,285,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450921588992607,,201765839840980,Hometalk,,11,"06/14/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,6.48,,224250.17,,14436,38240,137,7,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923644255416197,,201765839840980,Hometalk,,17,"06/16/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,8.77,,2515921.12,,125915,341742,1774,18,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607365924701983,,201765839840980,Hometalk,,15,"06/18/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,7.14,,1089711.63,,56383,159617,672,20,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716101312009495,,201765839840980,Hometalk,,16,"06/20/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,8.08,,1288040.88,,68412,159474,957,22,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762405832245422,,201765839840980,Hometalk,,20,"06/22/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,8.6,,388741.28,,21229,49913,173,7,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984337029669597,,201765839840980,Hometalk,,18,"06/23/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,10.4,,7711568.55,,391081,538986,16834,1421,5357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606609673165211,,201765839840980,Hometalk,,14,"06/25/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,8.4,,1891394.35,,112029,239265,896,11,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636245615089965,,201765839840980,Hometalk,,15,"06/27/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,10.43,,3618456.02,,201411,331250,3947,130,1732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282661027545313,,201765839840980,Hometalk,,11,"06/29/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,8.25,,1163811.63,,72258,145366,337,11,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6753122984719829,,201765839840980,Hometalk,,18,"06/30/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,5.49,,469272.37,,30570,89899,131,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255104118451513,,201765839840980,Hometalk,"Buy an $11 Walmart mirror (BRILLIANT!)",198,"04/02/2023 15:04",,,Lifetime,191197,2486729,7832,649,181721,11950,622962,47779,638653,50068,485073,35805,326034,24475,224454,20471,8636,196107,675266,693611,524656,353279,246980,24.69,879679,122730116.75,879679,2698544,5251872,36780,710,6736,5446883,5490,2560,3565,3193,2305,1827,2316,1652,2329,1668,1427,1502,,1367,1280,1243,1060,793,890,1234,761,938,883,991,,2388535,73328,25479,43506,14289,12945,9107,6048,7849,3768,4905,6315,3447,8580,2894,3888,4244,3779,3758,3939,969,,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609292220747759,,326517011093207,"DIY with Hometalk","Everyone will be buying jumbo Dollar Store Easter eggs when they see this!",186,"04/01/2023 15:04",,,Lifetime,307087,3180398,10496,1037,184885,16397,693378,77004,767928,79853,638943,58513,512117,41437,372651,32846,11724,203271,774834,853515,701999,557419,408579,17.72,388513,99473174.94,393441,3511358,5965269,54333,3848,15780,6134808,6594,4094,4417,10489,5653,5054,4346,3068,4545,2152,3768,4474,1854,2092,3385,3269,,1925,2972,1684,1783,1452,1403,,,3002142,78075,51813,38780,25405,30232,21129,12561,12293,8393,10530,18020,7658,7288,4963,9483,12259,7445,4816,14336,1497,,,,2936,,,,2147,,,,,,,,,,,,
646834666981707,,326517011093207,"DIY with Hometalk",,16,"06/28/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,10.6,,1745979.82,,90565,176719,2295,63,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102458886229320,,326517011093207,"DIY with Hometalk",,16,"06/26/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,10.24,,1658358.19,,83964,160173,2573,42,1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987498552584227,,326517011093207,"DIY with Hometalk",,16,"06/24/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,8.74,,902967.55,,47406,105181,986,37,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788647916267199,,326517011093207,"DIY with Hometalk",,17,"06/21/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,7.03,,720228.02,,38644,108087,404,14,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6537158636323768,,326517011093207,"DIY with Hometalk",,16,"06/19/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,10.34,,3761629.83,,179286,379484,2617,62,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288551020402045,,326517011093207,"DIY with Hometalk",,16,"06/17/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,9.24,,1775822.45,,93771,179704,2129,48,1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775101450740430,,326517011093207,"DIY with Hometalk",,18,"06/15/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,7.15,,1473195.85,,70976,201976,1400,58,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789907262542774,,326517011093207,"DIY with Hometalk",,16,"06/13/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,5.06,,528873.99,,26748,108540,332,5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459250504229801,,326517011093207,"DIY with Hometalk",,12,"06/11/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,6.34,,1352843.92,,82850,224499,1371,53,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548502779016422,,326517011093207,"DIY with Hometalk",,18,"06/09/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,5.22,,380669.77,,19946,72987,110,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388077284726432,,326517011093207,"DIY with Hometalk",,31,"06/05/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,9.79,,581977.86,,22688,62528,211,106,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618454586664148,,326517011093207,"DIY with Hometalk",,15,"06/03/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,9.25,,2565427.94,,143485,278443,2868,143,1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950139216230107,,326517011093207,"DIY with Hometalk",,17,"06/01/2023 08:06",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,6.52,,632622.11,,32368,103144,266,5,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291373139897429,,326517011093207,"DIY with Hometalk",,19,"05/30/2023 08:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,5.12,,441516.14,,24648,88098,141,7,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160264480076487,,326517011093207,"DIY with Hometalk",,16,"05/28/2023 08:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,7.36,,1218695.14,,69542,170274,356,18,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127875050290679,,326517011093207,"DIY with Hometalk",,15,"05/26/2023 08:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,5.44,,560171.95,,32006,108012,421,14,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994511025236494,,326517011093207,"DIY with Hometalk",,14,"05/23/2023 08:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,8.6,,1968053.5,,108574,232497,2243,110,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787798455944809,,326517011093207,"DIY with Hometalk",,21,"05/21/2023 08:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,9.46,,2253977.53,,96229,246846,1329,51,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187150147541048,,326517011093207,"DIY with Hometalk",,15,"05/19/2023 08:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,8.25,,1646772.97,,92068,213948,281,19,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628168466022942,,326517011093207,"DIY with Hometalk",,16,"05/16/2023 08:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,8.45,,1829484.61,,115097,230467,302,15,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170514142620468,,326517011093207,"DIY with Hometalk",,10,"05/14/2023 08:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,5.43,,766488.17,,49359,154031,270,12,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668149820367651,,326517011093207,"DIY with Hometalk",,15,"05/10/2023 08:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,9.8,,14377574.81,,642045,1887833,9009,219,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916137616286976,,326517011093207,"DIY with Hometalk",,20,"05/07/2023 08:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,10.81,,5275486.05,,252478,477091,7117,305,3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618562566810340,,326517011093207,"DIY with Hometalk",,5,"05/05/2023 08:05",,,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,5.44,,680440.04,,58374,130893,199,19,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
