"Video asset ID","Universal video ID","Page ID","Page name",Title,"Duration (sec)","Publish time","Custom labels",Comment,Date,"People reached",Comments,Shares,Likes,"3-Second Video Views","Seconds Viewed","Averaged Seconds Viewed","Views by top audience (18-24, M)","Views by top audience (18-24, F)","Views by top audience (13-17, M)","Views by top audience (13-17, F)","Views by top audience (65+, M)","Views by top audience (65+, F)","Views by top audience (55-64, M)","Views by top audience (55-64, F)","Views by top audience (45-54, M)","Views by top audience (45-54, F)","Views by top audience (35-44, M)","Views by top audience (35-44, F)","Views by top audience (25-34, M)","Views by top audience (25-34, F)","Views by top audience (M)","Views by top audience (F)","Unique Video 60-Second Views","60-Second Video Views",Impressions,"Views by top audience (65+)","Views by top audience (55-64)","Views by top audience (45-54)","Views by top audience (35-44)","Views by top audience (25-34)","Views by top audience (18-24)","Views by top audience (13-17)","Views by country (United States (US))","Views by country (United Kingdom (GB))","Views by country (Canada (CA))","Views by country (France (FR))","Views by country (Germany (DE))","Views by country (Mexico (MX))","Views by country (Spain (ES))","Views by country (Greece (GR))","Views by country (Poland (PL))","Views by country (Australia (AU))","Views by country (Brazil (BR))","Views by country (Hungary (HU))","Views by country (South Africa (ZA))","Views by country (Netherlands (NL))","Views by country (Italy (IT))","Views by country (Colombia (CO))","Views by country (Belgium (BE))","Views by country (Ireland (IE))","Views by country (Puerto Rico (PR))","Views by country (Ukraine (UA))","Views by country (Argentina (AR))","Views by country (Portugal (PT))","Views by country (Slovakia (SK))","Views by country (Philippines (PH))","Views by country (Pakistan (PK))","Views by country (Denmark (DK))","Views by country (Sweden (SE))","Views by country (India (IN))","Views by country (Algeria (DZ))","Views by country (Israel (IL))","Views by country (Romania (RO))","Views by country (Serbia (RS))","Views by country (Egypt (EG))","Views by country (Norway (NO))","Views by country (New Zealand (NZ))","Views by country (Bulgaria (BG))","Views by country (Austria (AT))","Views by country (Chile (CL))","Views by country (Croatia (HR))","Views by country (Peru (PE))","Views by country (Macedonia (MK))","Views by country (Iraq (IQ))","Views by country (Iceland (IS))","Views by country (Bosnia and Herzegovina (BA))","Views by country (Malaysia (MY))","Views by country (Czech Republic (CZ))","Views by country (Cuba (CU))","Views by country (Lithuania (LT))","Views by country (Thailand (TH))","Views by country (Ecuador (EC))","Views by country (Switzerland (CH))","Views by country (Costa Rica (CR))","Views by country (Turkey (TR))","Views by country (Dominican Republic (DO))","Views by country (Guatemala (GT))","Views by country (Slovenia (SI))","Views by country (Indonesia (ID))","Views by country (Hong Kong (HK))","Views by country (Trinidad and Tobago (TT))","Views by country (El Salvador (SV))","Views by country (United Arab Emirates (AE))","Views by country (Finland (FI))","Views by country (Singapore (SG))","Views by country (Uruguay (UY))","Views by country (Bangladesh (BD))","Views by country (Jamaica (JM))","Views by country (Guyana (GY))","Views by country (Tunisia (TN))","Views by country (Mongolia (MN))","Views by country (Sri Lanka (LK))","Views by country (Myanmar (MM))","Views by country (Vietnam (VN))","Views by country (Cyprus (CY))","Views by country (Réunion (RE))","Views by country (Georgia (GE))","Views by country (Venezuela (VE))","Views by country (Bolivia (BO))","Views by country (Honduras (HN))","Views by country (Guam (GU))","Views by country (Namibia (NA))"
704546014737063,,201765839840980,Hometalk,"Sprinkle glass glitter over a globe for this breathtaking porch idea!",211,"02/02/2023 10:02",,,Lifetime,4716799,1984,31531,41647,2369785,110272971.59,23.94,4139,18854,444,1343,51434,522313,54027,710491,43037,547308,26686,255743,15521,100245,195288,2156297,536571,536571,5123680,578986,770412,594178,284586,116523,23290,1800,1389466,85031,247253,65084,39503,63149,19826,14901,42012,37722,25305,16241,21680,11597,23032,10518,16604,9813,8051,2789,13523,8593,7361,7977,4372,6703,9543,7780,,2106,6671,2724,,2703,8360,4358,6061,8935,2334,2253,,,,,2813,23800,,6977,3461,2876,2392,3031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435968423395850,,201765839840980,Hometalk,"Triple your storage by doing this (BRILLIANT!)",195,"02/03/2023 10:02",,,Lifetime,3951962,935,15895,29669,1621111,72025475.25,20.96,5035,27857,538,1551,34132,316890,30235,377576,28343,350255,23976,256924,17638,137374,139897,1468427,350725,354427,4177049,354328,410921,381335,283007,156056,33313,2126,811209,87889,110397,74733,25791,69082,34608,18936,20131,23095,18626,9356,12966,10581,39531,10028,14966,11517,13064,,9421,11466,4222,12076,3401,3587,3910,7073,3478,4131,5234,,2833,,4424,3586,4280,7294,,3715,,,,,6242,13565,,3330,6550,2576,,2654,,,,,,2944,2345,,,,2405,,,,,,,,,,,,,,,,,
1142458019778003,,201765839840980,Hometalk,"11 spectacular ways to save thousands on wedding decor!",199,"02/04/2023 10:02",,,Lifetime,36787453,24377,181946,497954,21971904,852332579.79,23.44,154057,1663000,17002,98975,102648,935212,164203,2029472,283928,3714701,450819,5776762,491261,5991572,1663918,20209694,3543565,3614873,40137101,1045131,2204305,4017674,6257644,6503548,1826763,116752,4018042,767077,495815,1008137,361893,1678605,240126,183554,886682,359547,1516333,240133,217725,140192,578795,389963,213532,104477,,90488,383686,210565,96487,903361,130858,,121361,254104,155875,,279907,,143624,,122534,,,243059,,139772,,,,,382967,237881,,99644,573315,158597,,100321,,,95157,,247185,,,,,,,,90864,,,95620,,103797,101782,244489,,,,,,,,
688205639667796,,201765839840980,Hometalk,"Put Dollar Store travel bottles in your kitchen (BRILLIANT!)",194,"02/05/2023 10:02",,,Lifetime,517177,41,1219,4220,266342,14205790.96,31.15,697,3179,139,285,3063,43250,3071,64224,3258,69413,2687,49112,1723,20467,14638,249930,88451,89012,564914,46743,67715,73080,52135,22307,3929,427,122022,9426,13650,7639,5845,13614,4478,4882,5144,4796,6310,3476,2819,1912,5672,2879,1640,669,2096,990,2323,1441,1470,1961,1828,758,813,4036,733,684,1679,693,796,,683,1095,724,1545,,615,,,,,1056,2605,,,537,,517,527,1060,,508,,,,,,,,,,,,,,,,,,,,,,,,,
737976254412601,,201765839840980,Hometalk,"The jaw-dropping crate hack that's blowing up on Pinterest!",238,"02/06/2023 10:02",,,Lifetime,4096080,611,4879,16507,1692912,135380187.27,37.04,3069,12419,318,812,48848,382177,46467,469395,35660,376407,20769,199971,10262,67915,165393,1509096,683610,683610,4437408,436023,521362,416346,223225,78955,15817,1149,905234,130593,123720,112418,36140,30740,42376,11047,13564,39202,10452,5093,11393,14517,45603,5215,13680,10394,2952,1559,11403,7904,2437,3772,1819,4244,6669,4114,,3161,2794,1418,,1892,7520,1986,4378,5372,1981,,,,,,1615,9154,,1335,1613,,3789,1473,1259,,,,,,,,,,,,,,,,,,,,,1232,,,,,,
692900562581424,,201765839840980,Hometalk,"Grab a pink Dollar Store bowl (love this!)",192,"02/07/2023 10:02",,,Lifetime,163937,40,370,1150,52539,2567629.97,19.38,118,685,23,62,969,13220,677,12472,628,10636,506,7776,354,4046,3275,48897,13767,13767,163937,14310,13234,11340,8331,4427,810,85,31365,1455,2807,974,590,1921,613,525,645,546,605,685,433,239,626,419,227,142,326,142,334,219,236,424,247,102,135,428,,,242,138,,,109,202,137,236,,147,,,,,174,338,,96,108,97,,85,119,,,,108,,,86,,,,,,,,,,84,,,,,,,,,,
742947843744398,,201765839840980,Hometalk,"Transform your kitchen in one day!",192,"02/08/2023 10:02",,,Lifetime,87624,18,63,379,27168,1307242.38,16.87,89,367,11,36,601,5662,492,6432,469,5714,399,4354,246,2115,2307,24680,6889,6889,93070,6312,6967,6219,4788,2370,462,47,10229,876,1519,1557,773,1169,944,595,785,341,654,458,412,199,530,171,186,180,220,115,311,281,153,171,132,88,99,196,53,83,148,103,71,,78,167,122,213,68,79,,,,,84,497,,103,70,,,,119,,,,,,60,,,,,,,,,,,,,,,,,,,,,
749087600062486,,201765839840980,Hometalk,"20 stunning ways to brighten up your home for spring on a budget!",182,"02/10/2023 10:02",,,Lifetime,1489010,130,5272,16549,702091,28777273.89,21.71,2782,18239,489,1393,7159,78573,8098,129539,9981,173455,9709,161190,7509,89460,45727,651849,154935,155606,1574012,86447,138536,184493,171936,97514,21259,1902,208948,21435,23911,27786,15799,84485,12677,9764,21498,6965,39273,6571,7405,4104,20637,15619,5746,2095,4748,2350,13537,6410,3178,5450,4841,1712,2025,8693,4495,1919,3920,1778,2666,,,2679,2742,7999,,3813,,,,,3579,9640,,2866,4253,3128,,2868,,2014,3067,,,,,,,,,,,,,,,,,,,,,,,,,
5361544523946835,,201765839840980,Hometalk,"Grab a pot holder - this is GENIUS!",195,"02/12/2023 10:02",,,Lifetime,7507512,5619,51582,67877,3580412,185941733.24,25.52,4966,46036,612,2885,70476,1068825,45117,944178,31771,674998,22449,407475,15580,216743,190971,3361140,937913,988606,8841641,1149240,997116,711631,433154,233959,51690,3575,2685224,63206,310158,40976,19560,58555,19875,14462,14349,50519,16359,12502,24086,7716,15368,7943,7015,7251,13319,2448,9282,8075,4366,10869,5618,3111,4154,10364,,2610,4815,2015,2940,,8140,3520,2821,6109,,2108,,,,,4331,11067,,2634,3875,2148,,2637,2427,,,,,,2841,,,,,,,,,,,,,,,,,,,,,
493136939654828,,201765839840980,Hometalk,"Hide your ugly eyesores in plain sight (GENIUS!)",195,"02/13/2023 10:02",,,Lifetime,216049,27,179,610,85294,3514238.14,19.02,297,1033,32,86,2294,18447,1980,20243,1861,17576,1592,12410,952,5811,9008,75606,17562,17974,224427,20947,22391,19573,14105,6806,1349,119,38810,4418,6788,3604,1745,3918,1891,1273,1694,1063,1663,1075,896,609,1153,797,450,428,534,197,872,639,332,397,349,221,259,576,,156,382,216,,,256,300,299,522,161,202,,,,,228,880,,225,169,153,139,154,320,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836683706687252,,201765839840980,Hometalk,"Triple your closet storage (for $20) by doing THIS!",201,"02/15/2023 10:02",,,Lifetime,555231,86,1817,4637,287764,15910381.88,30.42,385,2384,51,130,4236,68299,3547,78152,3152,64312,2491,40674,1365,16550,15227,270501,73847,77980,615279,73155,82246,67867,43480,18019,2810,185,204982,9427,15827,3954,2599,5066,3401,1698,1627,3857,1574,2191,1724,1237,1828,1149,876,979,1249,337,1384,790,579,1229,978,531,544,1446,,,675,350,,250,692,381,392,761,250,303,,,,,549,1068,,,254,238,238,243,495,,,,,,248,,,,,,,,,,,,,,,,,,,,,
923857288612013,,201765839840980,Hometalk,"Grab a glass Dollar Store bowl - this is stunning!",197,"02/16/2023 10:02",,,Lifetime,4420099,711,21249,45382,2273795,122878591.85,28.32,7623,51813,1126,3448,23059,289973,27168,463687,32597,588491,29539,470227,22478,248420,143590,2116059,672336,672336,4954534,315512,493864,624512,502664,272437,60146,4623,1139985,52700,86935,62408,34153,215173,33202,17935,35444,21562,73043,12220,14286,9873,31822,44643,10962,4884,14924,4798,30514,11083,6322,12815,10923,4098,5268,19481,7178,4407,7258,,6145,,,4687,4961,21723,,9371,,,,,5852,17397,,4966,8132,9633,,7318,,8372,6224,,,,,,,,,,,,,,,,,,,,,5232,,,,
765903387822469,,201765839840980,Hometalk,"We can't believe what she did with a paper plate for spring!",192,"02/17/2023 10:02",,,Lifetime,252494,52,214,921,118758,5308815.13,23.11,265,1608,26,98,1914,26050,1586,28152,1530,25334,1381,19115,869,9984,7571,110341,29252,30277,268456,28193,29943,27065,20629,10910,1891,126,63087,5294,5561,3545,2336,3860,2349,1491,2132,1427,1756,1740,1120,866,1538,1004,660,626,713,305,1111,644,498,615,760,363,352,1223,,181,575,316,,,303,391,355,605,224,205,,,,,360,1248,,296,191,181,,213,400,,,,,,171,,,,,,,,,,,,,,,,,,,,,
1270267113832773,,201765839840980,Hometalk,"Everyone will be buying Dollar Store clipboards when they see this",191,"02/19/2023 10:02",,,Lifetime,3709578,1018,23154,31164,1669101,74163617.91,21.53,5038,43406,572,2372,23277,242134,24229,339070,25763,384527,23681,326039,17523,199289,120083,1536837,391846,391846,4067340,267965,365981,412950,352016,218121,49029,2989,870974,45869,139822,73924,28310,82159,23529,12094,30827,27509,27478,18346,15983,8445,22186,13900,13054,4717,8557,2255,16818,8698,6113,7909,4615,4476,3487,8956,2146,2396,5182,,2496,,4532,3441,3925,8902,,3285,,,,,4857,17344,,3488,4584,2658,2026,3533,,,2836,,,,,,,,,,,,,,,,,,,,,,,,,
976267943758034,,201765839840980,Hometalk,"3 brilliant ways to upcycle your Valentine's Day leftovers!",181,"02/20/2023 10:02",,,Lifetime,323457,18,233,1284,131268,5862022.56,20.82,424,2039,75,179,1931,22377,1798,30540,1699,31738,1389,24378,952,10737,8268,121988,31965,31965,329699,24535,32567,33684,25956,11774,2497,255,36147,9105,5751,7093,4502,6508,3614,3026,8766,1731,2931,2057,1320,1478,3704,1035,1395,857,683,580,1536,1520,957,762,700,631,490,1401,558,535,951,429,415,,362,779,708,754,480,353,,,,,425,3582,,899,398,,362,,458,,,,,,,,,,,,,,,,,,,,,,,,,,,
687275293081346,,201765839840980,Hometalk,"Genius rug hacks everyone will be copying!",195,"02/21/2023 10:02",,,Lifetime,142735,34,65,390,55714,2162326.78,16.47,173,724,37,55,1102,13018,826,13385,725,11591,664,8462,426,4089,3953,51324,9220,9379,151945,14267,14320,12394,9197,4535,905,93,25981,3145,2682,2661,1297,1906,1387,853,1112,693,1210,701,619,463,925,354,397,322,292,187,475,538,232,314,268,155,199,399,109,116,280,145,117,,148,208,203,305,131,,,,,,152,616,,125,204,92,99,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580400985706898,,201765839840980,Hometalk,"Cut up a $5 rug (GENIUS!)",195,"02/22/2023 10:02",,,Lifetime,127957,21,113,729,51124,2789134.55,25.4,111,473,13,37,1006,14274,724,13684,608,9608,451,6413,294,3016,3207,47505,14535,14543,130737,15419,14516,10293,6924,3330,590,50,30772,2001,2669,1179,675,1284,835,473,636,645,648,452,473,340,620,327,221,206,292,149,340,242,148,328,227,98,114,340,96,,214,93,79,,142,150,103,211,98,82,,,,,164,289,,,108,84,,,171,,,,81,,63,,,,,,,,,,,,,,,,,,,,,
748168966848810,,201765839840980,Hometalk,"Double your kitchen storage by doing THIS!",199,"02/24/2023 10:02",,,Lifetime,3542595,1113,21789,36210,1422867,64819918.75,20.29,4624,41387,738,2300,15112,170028,17836,268055,21046,335708,20025,305213,15586,195778,94967,1318469,273868,281570,3721089,186769,287762,358747,327214,212653,46633,3067,731108,39789,76706,60797,24838,91512,21914,10342,17457,13893,30583,8320,12576,7155,32055,16898,10492,3434,8377,2288,13131,9714,3913,11124,5197,2313,2697,10544,4236,2938,4407,,3410,,2858,2990,3482,9553,,4552,,,,,5649,13165,,2299,5354,3704,,3509,,,3307,,,,,,,,,,,,,,2282,,,,,,,,,,,
584951506524267,,201765839840980,Hometalk,"Grab a Dollar Store cooling rack - this is GENIUS!",188,"02/26/2023 10:02",,,Lifetime,1785692,456,12749,14538,786294,37920041.03,21.84,1869,12169,264,791,14493,176731,12343,196273,10609,169565,8271,111933,6082,59169,53931,726631,166402,166402,2027304,192848,210040,181258,121050,65750,14268,1071,496524,18410,52407,16413,8841,35970,7929,4864,6113,9202,10759,3726,6766,2728,7249,6605,2935,1726,4244,1102,5590,3019,1497,4747,2415,1378,1438,4198,996,1292,2295,,1471,,1535,1215,1290,3931,,1443,,,,,2186,5001,,1194,2492,1497,,1409,,877,1217,,,,,,,,,,,,,,,,,,,,,,,,,
1227485854526394,,201765839840980,Hometalk,"Buy a cheap Walmart bin to copy this brilliant idea!",217,"02/27/2023 10:02",,,Lifetime,3339158,339,2981,13294,1722578,137676696.05,42.41,3804,17373,426,1053,51451,401289,43366,426615,36248,354205,25852,231284,13699,98251,174846,1530070,752094,763980,3654214,457624,474731,394316,259824,112938,21607,1510,1059344,67893,112985,56816,26787,61890,25421,10037,14684,37323,14242,5040,11991,12109,19008,8395,8513,6764,9625,1967,6073,6073,2457,9209,3948,4293,4200,7200,,4377,3027,,1857,,6205,1824,3313,5987,,1886,,,,,4585,10449,,1780,4879,,2308,2162,1703,,,,,2332,,,,,2076,,,,,,,,,,,,,,,,,
563462539178812,,201765839840980,Hometalk,"Put a Dollar Store towel bar in your car (BRILLIANT!)",276,"02/28/2023 10:02",,,Lifetime,2220454,280,7302,10788,1057373,61638085.39,30.68,3132,25471,227,890,15981,174107,16077,222772,17166,230511,16387,191904,12708,121990,81678,967645,309057,322523,2403323,191777,240637,249515,209818,135492,28980,1130,728348,32807,65429,22491,13001,26789,12014,6632,7429,13339,5700,4834,6835,4431,8127,4154,4642,3526,6466,1051,3719,3508,1821,4191,2654,1445,1740,4355,,1233,2115,976,928,,2258,1520,1606,2950,,865,,,,,2429,4797,,1012,1490,,1000,1165,1105,,,,,,992,,,,,,,,,,,,,,,,,,,,,
736420081165617,,201765839840980,Hometalk,"Triple your entryway storage with these brilliant tricks!",227,"03/01/2023 10:03",,,Lifetime,5253045,256,1718,10291,2703632,191456501.31,39.67,6797,23153,1045,1829,87692,786573,54162,734400,35890,525891,20837,281202,13443,97974,219866,2451022,1085786,1097545,5397589,885179,797083,568751,306440,112657,30564,2928,892390,178997,217893,186803,104156,65819,125102,73835,59088,62283,22307,19305,15745,37045,115041,12981,34263,23521,,7148,13598,24905,9378,9439,6057,15597,16506,22693,7519,21153,10719,5876,5510,,10347,9183,12895,10059,6416,,,,,,5559,41503,,9564,8964,,11002,,9107,,,,,13324,,,,,6071,,,,,,,,,,,,,,,,,
1178833086103060,,201765839840980,Hometalk,"11 affordable home improvement ideas (that only LOOK high-end!)",195,"03/03/2023 15:03",,,Lifetime,3489266,321,9811,28490,1797430,92590265.8,27.78,14683,20614,1319,1611,62239,165135,113561,258462,176834,308873,183887,264688,87889,123871,640412,1143254,467290,478674,3680158,229555,374861,489353,451927,212976,35781,2964,712098,79744,82485,104319,70151,91048,36631,19096,39583,20845,41066,18725,14515,15656,40541,13901,21241,8133,4667,6127,27311,15738,7941,16270,5012,7715,7397,9751,9174,4647,11941,,,,4478,8207,7500,19856,,5941,,,,,7022,22261,,7062,13236,5349,4594,,4377,,,,4292,,,,,,,,,,,,6220,,,,,,,,,,,
1256750048250085,,201765839840980,Hometalk,"$5 trick to upgrade your builder grade blinds!",230,"03/05/2023 10:03",,,Lifetime,737627,47,1086,3769,350894,16691449.61,24.13,903,3747,146,303,6425,71192,6044,90824,5663,83184,4175,52030,2547,20991,25903,322271,83087,85898,782017,78286,97567,89507,56620,23719,4734,456,161832,11804,17561,15342,7051,21685,8037,4495,8108,4005,8311,3155,3271,2574,7284,3716,2719,1440,2908,985,4130,2562,1466,2174,1318,776,1059,2278,1077,881,1494,796,785,,852,1214,1012,3053,,726,,,,,1088,4396,,1242,1122,718,,814,662,,,,,,,,,,,,,,,,,,,,,,,,,,,
188208283909637,,201765839840980,Hometalk,"Is this the most BRILLIANT Dollar Store hack of the year?!",180,"03/06/2023 15:03",,,Lifetime,105034,47,80,614,46891,2873852.68,29.71,87,538,7,36,892,11281,695,11347,656,9204,657,7074,403,3656,3397,43136,19486,19486,109177,12273,12118,9945,7801,4075,635,43,27502,1749,2407,967,537,1443,722,502,521,659,600,366,460,301,590,394,248,215,289,104,347,216,158,354,262,81,140,520,86,101,176,90,86,,145,113,89,221,66,86,,,,,177,239,,,129,90,,,128,,,,78,,,,,,,,,,,,,,,,,,,,,,,
1247265666195393,,201765839840980,Hometalk,"5 budget ways to fake a farmhouse look for less!",211,"03/07/2023 10:03",,,Lifetime,625821,66,1368,5947,245097,12035701.82,21.15,589,3270,106,265,3220,40862,3093,59380,3016,63826,2352,43142,1477,18617,13853,229362,54606,54856,651172,44491,62920,67301,45843,20245,3918,376,114184,8359,12585,12112,4974,15364,4999,3132,4422,2755,4979,1987,2582,1456,5680,2436,2309,1089,1299,575,2552,2322,929,1175,978,540,759,1493,1066,583,1150,522,543,,626,784,734,2132,516,581,,,,,547,2897,,718,648,613,,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243670854670309,,201765839840980,Hometalk,"Slide a paper towel roll onto a hanger for this brilliant home hack!",203,"03/08/2023 15:03",,,Lifetime,2589932,416,8768,17065,1002216,65137312.08,29.97,2891,10392,611,1056,33038,340708,18274,261907,12189,174007,7843,86095,5909,39363,80755,913528,364144,364144,2769317,376962,282122,187547,94747,45659,13484,1683,392920,57539,57733,40186,14611,48117,23113,15961,10265,22739,23619,4410,18041,10900,23073,11342,10291,7569,5557,,7752,7990,2343,17293,4348,3560,3868,17818,2729,6221,2896,,2532,,3889,2447,2905,5832,,3475,,,,,9242,10357,2324,2606,8036,2472,,2408,,,,,,4815,,,,,5094,,,,,,,,,,,,,,,,,
1225072284767165,,201765839840980,Hometalk,"Stick a command strip on your front door for this brilliant idea!",203,"03/10/2023 15:03",,,Lifetime,1309673,254,3634,12159,550977,28344567.63,23.4,1354,8213,224,573,8562,118237,7086,143887,6222,125433,5080,78953,3852,39069,32380,514365,127695,130378,1395135,127950,152089,132597,84628,43214,9690,803,275843,26962,30871,20155,12636,20999,8784,6139,10235,9306,9655,5178,5684,3760,8135,3987,4125,3101,2582,1165,4721,4154,2296,3399,2341,1400,1718,4513,1503,1315,2515,1076,996,,1753,1628,1875,2864,980,906,,,,,1786,7592,,1703,1596,1122,,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233351305704768,,201765839840980,Hometalk,"The lighting idea that's trending like crazy on Pinterest!",189,"03/12/2023 10:03",,,Lifetime,2256520,375,11402,24261,1277653,55402904.47,24.45,6779,53132,806,3317,9414,102578,13092,174795,20658,269179,27143,318932,23705,246338,101597,1168271,271689,271689,2532091,112925,188991,291500,348045,271461,60559,4160,499135,39086,44703,52976,27300,89356,22218,14547,25718,14346,66448,11694,40492,8301,23316,19607,11018,4109,6640,3067,27183,8334,4932,9337,8463,3365,4010,15020,5608,3396,6669,3206,4887,,,5025,3915,13951,,4591,,,,,4264,12362,,3891,4953,4250,,3455,2961,3999,,,,,,,,,,,,,,,,,,,,,,,,,,
1872433299790505,,201765839840980,Hometalk,"Genius home hacks from the guy who gets millions of views on his hack videos",302,"03/13/2023 15:03",,,Lifetime,927731,165,2071,5071,514380,30433044.9,32.9,2585,5349,241,391,38752,118990,29334,101839,23094,73316,20233,53668,12019,28790,126258,382343,140067,141147,1065266,159751,132631,97481,74661,41138,8072,639,278385,22361,107669,9732,5002,7184,5825,3235,3105,7296,2640,2949,6911,2949,3238,1635,2082,2364,1312,514,2200,1498,788,1975,1166,1094,1073,2334,,676,1112,539,,446,1348,831,754,1263,490,499,,,,,832,1964,,431,664,460,407,,581,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848434025518671,,201765839840980,Hometalk,"10 budget ideas to get you excited for summer!",196,"03/14/2023 10:03",,,Lifetime,141871,17,179,643,39441,1971243.6,15.91,81,414,15,31,873,10015,637,9519,557,8004,496,5742,295,2503,2954,36228,10123,10146,141871,10979,10223,8607,6279,2807,498,46,20358,1669,1928,1286,681,1154,746,588,660,487,510,685,493,283,524,276,275,187,174,90,395,236,159,311,223,114,119,578,91,89,197,108,94,,113,142,117,214,77,89,,,,,136,341,,103,120,78,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
115174611513214,,201765839840980,Hometalk,"Brilliant ideas to save you HUNDREDS on a kitchen makeover!",210,"03/15/2023 15:03",,,Lifetime,2207596,739,819,17197,1216488,97291549.21,42.18,3141,16700,274,869,30405,329068,27776,310509,19278,216477,15107,143105,11157,79979,107138,1096707,532812,533253,2504868,363473,341763,238249,159883,91834,20104,1154,760277,76761,114445,13854,12421,10542,9264,14961,6000,42259,3661,3928,16115,6939,8463,1594,3725,9272,2535,1190,2723,3348,1396,6231,3577,4107,4736,5921,,2531,2990,1416,1143,2178,7229,1494,1756,1560,1650,,,,,,1364,3442,,,,,1374,,1173,,,1153,,,1574,,,1225,,,,,,,,,,,,,,,,,,
526209969644090,,201765839840980,Hometalk,"Stuff burlap into your washing machine for this amazing Easter idea!",222,"03/17/2023 14:03",,,Lifetime,49487,1,14,68,20660,919960.72,21.31,66,245,8,27,562,5237,422,5590,296,4155,208,2489,141,1048,1703,18791,6181,6181,49509,5856,6049,4487,2716,1203,314,35,8600,1305,1766,1060,605,643,509,323,650,344,212,248,171,264,595,113,236,127,83,44,110,190,82,42,54,87,75,57,43,56,76,52,,,65,69,70,103,48,,37,,,,39,351,,81,,,40,38,33,,,37,,,,,,,,,,,,,,,,,,,,,,,,
132524149762378,,201765839840980,Hometalk,"Stuff burlap into your washing machine for this amazing Easter idea!",222,"03/17/2023 14:03",,,Lifetime,294417,91,156,679,150101,6509827.38,23.29,277,1844,46,107,2637,35592,2068,35775,1877,29520,1732,23658,1112,12740,9749,139236,44077,44193,308912,38549,38122,31625,25569,13918,2142,156,82668,6554,7438,3580,2296,4217,2954,1848,1903,2411,1702,1761,1936,1171,1547,1205,807,798,747,367,1358,727,502,886,1165,453,480,2137,,288,723,336,,254,511,519,330,863,273,261,,,,,509,982,,271,295,279,,,434,,,,247,,,,,,,,,,,,,,,,,,,,,,,
180076824812222,,201765839840980,Hometalk,"Tape up 4 Dollar Store mats (BRILLIANT!)",200,"03/19/2023 09:03",,,Lifetime,2085421,247,6315,15828,936693,53843354.87,29.1,3301,23553,365,1428,12055,135249,12857,186877,15209,222424,15006,184439,11350,105450,70143,859420,281736,281736,2191961,148758,201193,239254,200878,117535,27243,1814,555647,24916,89576,21954,13794,34802,10355,6101,9792,9708,15251,4003,8319,4611,9147,7527,4153,2852,6395,,5526,3324,2205,3812,2641,1604,2174,5018,1238,1876,2507,,1551,,1916,1761,1792,4942,,2645,,,,,2028,5715,,1413,1518,1383,,1456,1256,1655,,,,,1375,,,,,,,,,,,,,,,,,,,,,
