"Video asset ID","Universal video ID","Page ID","Page name",Title,"Duration (sec)","Publish time","Custom labels",Comment,Date,"People reached",Comments,Shares,Likes,"3-Second Video Views","Seconds Viewed","Averaged Seconds Viewed","Views by top audience (18-24, M)","Views by top audience (18-24, F)","Views by top audience (13-17, M)","Views by top audience (13-17, F)","Views by top audience (65+, M)","Views by top audience (65+, F)","Views by top audience (55-64, M)","Views by top audience (55-64, F)","Views by top audience (45-54, M)","Views by top audience (45-54, F)","Views by top audience (35-44, M)","Views by top audience (35-44, F)","Views by top audience (25-34, M)","Views by top audience (25-34, F)","Views by top audience (M)","Views by top audience (F)","Unique Video 60-Second Views","60-Second Video Views",Impressions,"Views by top audience (65+)","Views by top audience (55-64)","Views by top audience (45-54)","Views by top audience (35-44)","Views by top audience (25-34)","Views by top audience (18-24)","Views by top audience (13-17)","Views by country (United States (US))","Views by country (United Kingdom (GB))","Views by country (Canada (CA))","Views by country (France (FR))","Views by country (Germany (DE))","Views by country (Mexico (MX))","Views by country (Spain (ES))","Views by country (Greece (GR))","Views by country (Poland (PL))","Views by country (Australia (AU))","Views by country (Brazil (BR))","Views by country (Hungary (HU))","Views by country (South Africa (ZA))","Views by country (Netherlands (NL))","Views by country (Italy (IT))","Views by country (Colombia (CO))","Views by country (Belgium (BE))","Views by country (Ireland (IE))","Views by country (Puerto Rico (PR))","Views by country (Ukraine (UA))","Views by country (Argentina (AR))","Views by country (Portugal (PT))","Views by country (Slovakia (SK))","Views by country (Philippines (PH))","Views by country (Pakistan (PK))","Views by country (Denmark (DK))","Views by country (Sweden (SE))","Views by country (India (IN))","Views by country (Algeria (DZ))","Views by country (Israel (IL))","Views by country (Romania (RO))","Views by country (Serbia (RS))","Views by country (Egypt (EG))","Views by country (Norway (NO))","Views by country (New Zealand (NZ))","Views by country (Bulgaria (BG))","Views by country (Austria (AT))","Views by country (Chile (CL))","Views by country (Croatia (HR))","Views by country (Peru (PE))","Views by country (Macedonia (MK))","Views by country (Iraq (IQ))","Views by country (Iceland (IS))","Views by country (Bosnia and Herzegovina (BA))","Views by country (Malaysia (MY))","Views by country (Czech Republic (CZ))","Views by country (Cuba (CU))","Views by country (Lithuania (LT))","Views by country (Thailand (TH))","Views by country (Ecuador (EC))","Views by country (Switzerland (CH))","Views by country (Costa Rica (CR))","Views by country (Turkey (TR))","Views by country (Dominican Republic (DO))","Views by country (Guatemala (GT))","Views by country (Slovenia (SI))","Views by country (Indonesia (ID))","Views by country (Hong Kong (HK))","Views by country (Trinidad and Tobago (TT))","Views by country (El Salvador (SV))","Views by country (United Arab Emirates (AE))","Views by country (Finland (FI))","Views by country (Singapore (SG))","Views by country (Uruguay (UY))","Views by country (Bangladesh (BD))","Views by country (Jamaica (JM))","Views by country (Guyana (GY))","Views by country (Tunisia (TN))","Views by country (Mongolia (MN))","Views by country (Sri Lanka (LK))","Views by country (Myanmar (MM))","Views by country (Vietnam (VN))","Views by country (Cyprus (CY))","Views by country (Réunion (RE))","Views by country (Georgia (GE))","Views by country (Venezuela (VE))","Views by country (Bolivia (BO))","Views by country (Honduras (HN))","Views by country (Guam (GU))","Views by country (Namibia (NA))"
5584926344946509,,201765839840980,Hometalk,"Tape up 4 Dollar Store mats (BRILLIANT!)",200,"03/19/2023 09:03",,,Lifetime,1737722,259,5008,9870,782151,42391405.04,28.04,6319,36519,491,2922,13138,114130,13481,137712,16160,150966,18721,138295,18549,108594,86859,689138,216826,216826,1789487,128247,152226,168247,158115,128279,43538,3489,607145,11570,37096,9683,7497,18990,5072,3614,4986,4814,5540,2534,3892,2050,4097,2747,1645,929,2207,761,2625,1635,1524,1611,1187,809,1020,2259,,885,1279,624,1245,,631,986,917,1982,,639,,,,,683,3111,,594,691,577,,554,809,684,,,,,,,,,,,,,,,,,,,,,,,,,,
5919435531437448,,201765839840980,Hometalk,"The BRILLIANT flooring makeover DIYers are obsessed with.",196,"03/20/2023 15:03",,,Lifetime,131263,11,67,461,40360,1591288.15,11.9,86,350,11,21,1165,10962,844,9919,713,7614,566,5243,294,2217,3679,36326,8059,8059,139490,12234,10853,8397,5864,2536,442,32,23545,1801,2549,974,508,1100,590,406,478,589,464,359,579,277,381,221,242,246,191,78,269,214,131,269,91,111,115,278,,66,141,76,59,,151,113,90,180,63,52,,,,,100,263,,,102,70,59,,64,,,,51,,,,,,,,,,,,,,,,,,,,,,,
506349288374066,,201765839840980,Hometalk,"Save your leftover plastic bottles for these outdoor hacks!",182,"03/21/2023 10:03",,,Lifetime,136225,20,134,448,43540,1599922.06,12.87,116,536,14,36,972,10839,717,10162,707,8688,620,6346,379,3064,3525,39671,6430,6507,142116,11910,10958,9472,7018,3468,663,50,22603,2111,2121,1126,748,1389,759,503,682,566,653,580,781,359,535,364,295,226,274,107,425,231,152,302,216,149,136,489,83,112,249,90,91,,144,175,126,269,96,110,,,,,130,333,,86,106,103,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080786738887905,,201765839840980,Hometalk,"Best kept Dollar Store designer secrets for your next shopping trip!",187,"03/22/2023 15:03",,,Lifetime,5004496,579,3751,22415,2459092,165208159.92,34.55,8919,80403,952,5884,35109,523806,26959,483617,27951,484050,27653,427750,24295,283710,151838,2289220,989789,994900,5189591,562905,514309,515780,458994,309875,90261,6935,2020375,37894,106544,13850,12550,28529,8557,7188,12684,21443,7710,3115,7822,6000,5048,4199,3015,4046,6483,1301,2857,3510,1840,5559,19519,2112,3171,18516,,2581,2597,1266,1977,,3205,1698,1955,2461,,,,,,,2138,4528,,1719,1342,,,,1444,1418,,,,,2533,,3173,,,,4147,,,,,,,,,,,,,,,
5511649548940580,,201765839840980,Hometalk,"Cut up your old jeans for this amazing storage idea!",214,"03/24/2023 15:03",,,Lifetime,136100,36,97,392,55380,2166804.18,17.22,112,513,19,39,1097,13799,843,13605,750,11247,613,8144,421,3721,3855,51068,8664,9109,142144,15032,14561,12090,8829,4170,640,58,31059,2594,2880,1249,764,1306,1008,625,729,786,577,623,785,417,675,410,348,303,276,134,469,303,172,383,238,139,141,617,78,128,254,144,98,,183,202,124,305,94,101,,,,,205,346,,,120,86,82,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,
592582259185453,,201765839840980,Hometalk,"Dip paper towel in water for this BRILLIANT decor idea!",201,"03/26/2023 15:03",,,Lifetime,3102369,451,4171,15788,1744889,90678643.75,30.62,14355,65258,1602,5832,40921,307555,36043,319289,38100,302448,44100,295918,39572,217048,214693,1513348,609103,609103,3267995,351791,358460,343625,343201,259145,81100,7555,947327,63341,59335,25635,45685,28414,17361,12058,142002,24898,12965,9606,98700,65219,8804,5918,5564,9432,3556,2347,8861,4336,3384,6899,5383,4406,4395,10089,,2393,4110,1864,2158,2040,14628,3245,3143,4968,1773,,,,,,2414,11073,,2595,2425,,1800,,2002,,,,,,,,,2362,,,,,,,,,,,,,,,,,,
159044670385220,,201765839840980,Hometalk,"People are flipping out over this GENIUS cooler hack!",268,"03/27/2023 15:03",,,Lifetime,3174214,642,3926,9605,1366272,97674875.28,36.97,7901,6221,617,473,145221,161012,198397,178243,207225,137766,141054,82306,52059,34327,752474,600348,440929,450768,3375283,309202,380251,348464,225709,87114,14404,1106,1011607,22506,85199,7730,4399,9895,4480,2723,2330,32900,2346,2138,115047,2976,2052,1196,1787,3078,2214,471,1830,1315,623,2769,814,1227,1949,1616,,872,796,527,,577,6577,688,635,1365,,,,,,,807,1733,,,623,,,522,483,,,,,,1576,,,489,,,,,,,,,,,,,,,,,473,2901
594456342575847,,201765839840980,Hometalk,"The $10 wreath idea everyone will be copying this summer!",203,"03/28/2023 14:03",,,Lifetime,17431,3,29,159,5633,282721.34,19.07,11,54,2,5,91,1583,71,1452,79,1088,53,683,49,371,356,5236,1978,1978,17431,1686,1535,1178,740,421,66,7,3544,256,277,88,66,156,99,58,73,74,51,44,36,29,57,31,13,39,31,15,36,22,17,28,13,,16,34,9,,18,11,13,6,11,18,13,24,10,10,,,,,9,25,,,,,,10,18,,,,8,,9,,,,,,6,,,,,,,,,,,,,,,
241804788298965,,201765839840980,Hometalk,"The $10 wreath idea everyone will be copying this summer!",203,"03/28/2023 15:03",,,Lifetime,109602,11,44,220,33396,1379354.74,13.48,93,440,11,28,699,7618,615,7091,548,6477,593,5611,366,2930,2925,30195,9282,9328,116307,8407,7764,7090,6248,3309,538,39,17677,1369,1595,833,465,1044,453,362,603,487,495,366,480,243,548,228,223,153,175,93,270,204,108,382,136,92,102,355,73,78,178,111,96,,102,129,98,224,,80,,,,,104,209,,,150,79,,,88,,,,65,,,,,,,,,,,67,,,,,,,,,,,,
589825949834174,,201765839840980,Hometalk,"The $10 wreath idea everyone will be copying this summer!",203,"03/28/2023 15:03",,,Lifetime,62087,5,18,116,20691,806121.05,14.58,52,250,6,18,380,3886,341,4254,357,4503,340,3984,210,1963,1686,18858,5429,5558,64175,4314,4620,4892,4351,2183,305,25,9841,897,1014,596,288,936,353,275,379,351,321,276,337,137,373,149,150,89,125,57,187,152,60,235,94,55,73,213,61,48,143,66,84,,82,95,54,145,46,60,,,,,55,134,,,100,51,,,55,,,,,,,,,,,,,,,52,,,,,,,,,,,,
772905420639986,,201765839840980,Hometalk,"Turn a 99 cent frame into THIS!",194,"03/29/2023 15:03",,,Lifetime,7788771,5886,25523,71921,3873100,271993345.15,36.29,7285,32066,1005,2964,163915,1391790,96702,1003406,58395,567473,39271,301401,24353,142023,390926,3441123,1560916,1594850,8493656,1572725,1111213,632227,344360,168260,40218,4053,2384740,227771,381460,71578,30673,31125,35382,21559,17497,163750,13924,11393,39200,69890,23367,5927,14384,69750,4864,2687,14146,10048,4179,8310,4147,10165,17544,9814,,6035,4601,2557,,3759,42825,4309,5107,7725,3037,,,,,,2490,13660,,3490,2457,,2962,2255,2688,,,,,,,,,2850,,,,,,,,,,,,,,,,,,
151279517870395,,201765839840980,Hometalk,"Stop everything and buy these at the Dollar Store immediately.",183,"03/31/2023 15:03",,,Lifetime,2428393,304,6967,16586,1138350,48841761.44,21.83,6800,36652,933,3106,13396,132493,15882,193954,21528,255731,25060,246834,21577,157333,105176,1026103,214766,219557,2484597,147002,211079,278897,273417,179921,43946,4079,664683,23956,38199,32589,20361,59032,12899,7140,36290,8881,30100,6319,6331,5121,11494,13070,5509,2752,7631,1952,9466,6010,3839,5105,3496,1767,2053,9235,,1949,4612,1762,2396,,1903,3063,2424,8478,,2243,,,,,2356,10331,,2956,2474,2594,,2767,,3221,2002,,,,,,,,,,,,,,,,,,,,,,,,,
650602533412837,,201765839840980,Hometalk,,19,"01/01/2023 08:01",,,Lifetime,121910,0,1,63,31666,601312.54,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839514030439324,,201765839840980,Hometalk,,24,"01/03/2023 08:01",,,Lifetime,616267,58,562,2407,232755,5145843.06,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893280861875784,,201765839840980,Hometalk,,21,"01/12/2023 08:01",,,Lifetime,71356,2,20,158,24808,416715.95,6.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696100515288281,,201765839840980,Hometalk,,19,"01/15/2023 08:01",,,Lifetime,214106,12,175,779,94444,1866532.01,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687195373062862,,201765839840980,Hometalk,,14,"01/17/2023 08:01",,,Lifetime,104019,22,72,289,41735,747560.48,7.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559339992777912,,201765839840980,Hometalk,,12,"01/19/2023 08:01",,,Lifetime,127963,10,65,266,59605,907394.63,7.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736356667624007,,201765839840980,Hometalk,,18,"01/21/2023 08:01",,,Lifetime,2304993,1342,9389,33713,975953,22338314.26,10.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5541472695962105,,201765839840980,Hometalk,,13,"01/23/2023 08:01",,,Lifetime,66310,2,5,60,15816,270169.61,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558971366282467,,201765839840980,Hometalk,,26,"01/25/2023 08:01",,,Lifetime,67207,7,3,47,14481,292975.45,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903919720637680,,201765839840980,Hometalk,,29,"01/27/2023 08:01",,,Lifetime,132235,16,51,497,53278,1362548.31,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386103425496017,,201765839840980,Hometalk,,15,"02/02/2023 08:02",,,Lifetime,1444881,332,2250,12205,583060,12185383.17,9.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245213793042480,,201765839840980,Hometalk,,19,"02/04/2023 08:02",,,Lifetime,943981,180,1968,6864,432041,9206849.53,11.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130199737669778,,201765839840980,Hometalk,,14,"02/06/2023 08:02",,,Lifetime,87864,5,32,247,22291,359820.04,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890972194593691,,201765839840980,Hometalk,,11,"02/08/2023 08:02",,,Lifetime,82308,26,336,496,32145,574118.51,7.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943379287045035,,201765839840980,Hometalk,,26,"02/10/2023 08:02",,,Lifetime,104155,3,74,517,37367,814415.4,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264606264268576,,201765839840980,Hometalk,,18,"02/12/2023 08:02",,,Lifetime,89237,13,11,136,25009,471839.41,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295099421055830,,201765839840980,Hometalk,,14,"02/14/2023 08:02",,,Lifetime,97386,8,69,263,28060,466751.5,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553370669876968,,201765839840980,Hometalk,,12,"02/16/2023 08:02",,,Lifetime,225148,22,470,1300,92118,1610801.11,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350253179163186,,201765839840980,Hometalk,,29,"02/18/2023 08:02",,,Lifetime,259524,59,789,2390,102940,2834768.92,11.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867977774300971,,201765839840980,Hometalk,,22,"02/20/2023 08:02",,,Lifetime,74381,2,3,76,12603,270924.94,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736120651219348,,201765839840980,Hometalk,,22,"02/20/2023 08:02",,,Lifetime,109946,3,25,99,37209,743343.81,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548194623945796,,201765839840980,Hometalk,,19,"02/22/2023 08:02",,,Lifetime,106952,5,40,287,38568,754147.01,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266894930533277,,201765839840980,Hometalk,,16,"02/25/2023 08:02",,,Lifetime,207902,16,127,612,98522,1723503.13,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867911011101835,,201765839840980,Hometalk,,13,"03/01/2023 08:03",,,Lifetime,122505,1,26,182,50197,780630.72,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551902368633069,,201765839840980,Hometalk,,23,"03/03/2023 08:03",,,Lifetime,126390,3,62,240,47766,899392.26,7.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686252429921764,,201765839840980,Hometalk,,15,"03/05/2023 08:03",,,Lifetime,241282,42,287,798,90189,1627969.94,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550428555453992,,201765839840980,Hometalk,,48,"03/06/2023 09:03",,,Lifetime,66968,4,7,42,19575,385984.78,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393826714719051,,201765839840980,Hometalk,,14,"03/07/2023 08:03",,,Lifetime,100226,3,18,174,31139,527943.8,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720999369575443,,201765839840980,Hometalk,,17,"03/09/2023 08:03",,,Lifetime,66760,2,13,115,19967,320072.45,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603851511172721,,201765839840980,Hometalk,,19,"03/11/2023 08:03",,,Lifetime,132324,2,23,195,43432,799608.47,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759566812044514,,201765839840980,Hometalk,,16,"03/13/2023 08:03",,,Lifetime,154380,3,86,256,53882,869395.12,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8943602959014887,,201765839840980,Hometalk,,17,"03/15/2023 08:03",,,Lifetime,119732,4,42,241,39622,700077.84,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234601532301383,,201765839840980,Hometalk,,15,"03/17/2023 08:03",,,Lifetime,130794,36,136,677,47010,901307.3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537507320065170,,201765839840980,Hometalk,,19,"03/19/2023 08:03",,,Lifetime,162521,5,64,243,54675,968707.31,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085449398267614,,201765839840980,Hometalk,,14,"03/22/2023 08:03",,,Lifetime,116355,9,26,118,35572,567822.93,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610277213893433,,201765839840980,Hometalk,,34,"03/24/2023 08:03",,,Lifetime,121187,8,191,283,42035,1071521.34,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223343363550344,,201765839840980,Hometalk,,15,"03/26/2023 08:03",,,Lifetime,91189,1,8,78,25401,475450.55,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169032752624923,,201765839840980,Hometalk,,14,"03/28/2023 08:03",,,Lifetime,1833536,110,2312,12492,637280,13753130.3,9.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158563988145593,,326517011093207,"DIY with Hometalk","The genius reason she lays squares of paper on a rug",186,"01/04/2023 16:01",,,Lifetime,212232,13,46,299,75180,2770478.92,15.2,143,966,17,47,1600,17454,1208,17581,986,14583,780,12273,487,6416,5221,69320,16245,16245,216518,19232,18963,15687,13160,6945,1124,67,37265,6203,4617,2768,1450,2377,1449,1200,1324,2244,665,784,729,750,847,334,539,538,340,125,378,269,264,356,133,229,349,442,,120,362,163,,132,272,262,262,247,143,111,,,,,141,757,,212,,,134,,109,,,123,,,,,,116,,,
569198795219856,,326517011093207,"DIY with Hometalk","Secret Dollar Store tricks for a plastic free kitchen!",293,"01/05/2023 16:01",,,Lifetime,267190,46,220,1148,118600,6899790.79,30.35,205,1031,31,78,2638,35249,1652,30689,1252,22495,970,14358,635,6421,7383,110321,27855,27855,285220,38200,32567,23921,15447,7096,1254,110,76970,3551,8021,1571,1056,5127,1363,828,991,1481,1383,985,645,559,948,983,423,385,766,138,601,357,289,522,266,204,252,599,,119,425,180,,,288,234,170,558,137,262,,,,,219,448,,,167,142,,182,143,,176,,,,138,,,,,,
6011401732215867,,326517011093207,"DIY with Hometalk","11 gorgeous winter wreaths to try this season!",201,"01/09/2023 10:01",,,Lifetime,89709,13,90,361,29338,731724.74,9.24,60,251,5,21,698,8067,609,7223,479,5550,360,3862,246,1690,2457,26664,2207,2244,93625,8840,7894,6070,4246,1945,316,26,16304,1319,1476,711,433,910,511,366,472,269,414,560,224,234,496,175,175,134,157,100,209,131,137,113,73,83,96,294,47,42,194,79,,,74,115,72,150,45,61,,,,,68,239,,64,53,,,45,74,,,,42,,,,,,,,
601319598471258,,326517011093207,"DIY with Hometalk","18 brilliant ways to turn Dollar Store picture frames into home decor!",207,"01/11/2023 10:01",,,Lifetime,178191,19,365,875,61237,2634688.31,17.37,142,668,10,53,1262,14375,1054,14817,850,12731,708,9424,476,4261,4502,56329,13542,13731,186955,15783,15965,13659,10187,4758,819,65,29038,2885,3276,2519,1233,4279,1100,853,1291,627,1327,870,550,472,815,753,337,265,329,149,556,392,236,297,172,144,223,326,,91,295,128,,,151,245,225,396,100,209,,,,,127,682,,200,111,124,,154,,,124,,,,,,,,,93,
622992496262411,,326517011093207,"DIY with Hometalk","Home hacks using cornstarch you probably didn't know!",259,"01/17/2023 16:01",,,Lifetime,115398,25,110,359,39881,1613133.6,17.15,69,313,8,26,1162,13064,738,10139,500,6671,405,4401,236,1804,3118,36418,7472,7516,121500,14357,10961,7234,4849,2058,388,34,25899,1284,2977,744,406,1246,443,221,298,571,383,321,257,222,404,203,152,145,180,52,208,145,90,202,73,64,95,160,,,114,42,,,125,79,72,134,,69,,,,,57,180,,41,69,44,,68,44,,54,,,,38,,,,,40,
1327211358057681,,326517011093207,"DIY with Hometalk","Fake a high-end decor look with crumpled paper (This is wild!)",181,"01/20/2023 16:01",,,Lifetime,108554,7,44,243,34266,1356000.16,15.38,61,294,4,21,954,10000,653,8724,500,6224,360,4169,232,1771,2764,31203,6789,6816,111912,11061,9439,6778,4580,2020,363,25,20675,1256,2373,791,471,1225,477,306,355,565,360,295,244,201,393,219,168,125,167,40,242,183,86,157,50,75,101,176,,42,102,62,,,119,78,82,156,,79,,,,,85,210,,,45,45,44,48,51,,40,,,,43,,,,,,
402735675385411,,326517011093207,"DIY with Hometalk","Dirty old pallet gets a high end makeover! (This is incredible!)",268,"01/21/2023 16:01",,,Lifetime,126352,20,49,303,40343,2028789.99,20.24,74,313,13,27,1406,11373,1027,10071,820,7226,617,4652,356,1998,4313,35660,9079,9167,128678,12911,11198,8108,5322,2371,392,41,25290,1554,2548,902,457,1153,472,355,370,649,462,248,260,256,442,216,196,209,177,63,312,179,120,215,,84,106,195,,,135,60,,,125,90,71,192,49,62,,,,,117,221,,45,86,65,47,64,55,,,,49,,50,,,,,,
900839611055222,,326517011093207,"DIY with Hometalk","You're cleaning the wrong way - do THIS instead!",217,"01/27/2023 16:01",,,Lifetime,135524,18,92,370,45253,1620315.74,14.35,103,448,8,32,1248,12563,824,10949,705,8120,612,6053,344,2905,3844,41070,6511,6511,139862,13926,11862,8901,6703,3265,554,41,27300,1629,2920,840,539,1508,550,474,508,847,540,411,373,261,436,218,208,212,209,86,315,197,112,294,129,111,135,372,,68,173,72,59,,190,112,103,150,52,,,,,,152,266,,,135,57,,63,73,,,,54,,52,,,,,,
1133812990629550,,326517011093207,"DIY with Hometalk","The most elegant way to add curb appeal after Christmas!",235,"01/28/2023 16:01",,,Lifetime,142463,12,44,369,53391,1964321.17,16.23,120,541,13,53,1245,14155,889,13245,706,10433,661,7162,388,3360,4022,48949,10068,10068,147363,15547,14251,11212,7876,3770,666,69,30586,1993,3420,1268,727,2309,855,572,790,630,792,607,347,343,659,353,293,222,299,93,406,255,181,247,118,150,132,416,,,229,86,,,173,166,113,269,75,97,,,,,115,404,,87,108,84,69,85,87,,73,,,,,,,,,,
736075057759128,,326517011093207,"DIY with Hometalk","Buy a flashlight and napkin holder for this BRILLIANT porch hack!",188,"02/02/2023 16:02",,,Lifetime,672404,56,465,2032,289985,13969794.99,23.53,778,2905,103,239,7441,71229,5881,73917,4674,60303,3569,38431,2176,15903,24622,262927,73949,74116,750832,79374,80441,65524,42358,18219,3717,343,156646,10867,18050,10302,5784,14997,3803,2981,5118,4048,4410,1533,1783,2578,5570,2345,2371,1114,1912,519,1874,1285,742,1321,718,763,909,1478,420,670,934,434,,,740,734,884,1386,,520,,,,,811,2601,,715,801,,417,485,451,,410,,,,,,,,,,
584023943577842,,326517011093207,"DIY with Hometalk","Everyone's flipping out over her bedroom wall idea!",207,"02/09/2023 10:02",,,Lifetime,104192,5,100,472,25771,1535082.28,17.58,98,223,9,30,722,6355,623,6221,500,4847,449,3550,238,1700,2639,22926,8045,8045,110720,7139,6898,5383,4039,1948,322,40,14751,1061,1412,626,341,780,406,277,290,351,288,263,260,165,339,129,137,112,145,66,172,131,101,212,100,76,65,206,,47,142,46,40,,68,106,62,108,,55,,,,,92,169,,37,77,48,43,,89,,,,43,,,,,,,,
